Keyword,Name,Street Address,City,State,Zip Code,Website,Employee Count,UEI,SBIR Profile Link
Chemicals,"EscaZyme Biochemicals, LLC",P.O. Box 12096,Zephyr Cove,NV,89448-4096,http://www.escazyme.com,3.0,,https://legacy.www.sbir.gov/sbirsearch/detail/404305
Chemicals,Ironic Chemicals LLC,252 Old Oaks Rd,Fairfield,CT,06825-1932,,2.0,,https://legacy.www.sbir.gov/sbirsearch/detail/680833
Chemicals,Merichem Chemicals & Refinery Services LLC,1503  Central,Houston,TX,77012,,,,https://legacy.www.sbir.gov/sbirsearch/detail/230140
Chemicals,MOGENE GREEN CHEMICALS LC,2252 Welsch Industrial Ct,Saint Louis,MO,63146-4222,,4.0,JBN7MYGKCUK3,https://legacy.www.sbir.gov/sbirsearch/detail/391579
Chemicals,"Moravek Biochemicals, Inc.",577 Mercury Ln,Brea,CA,92621,,,D5UNRH3YCMD1,https://legacy.www.sbir.gov/sbirsearch/detail/239792
Chemicals,"OMICRON BIOCHEMICALS, INC.",115 S Hill St,South Bend,IN,46617-2701,http://www.omicronbio.com,10.0,Y9SRZJ4D17Z1,https://legacy.www.sbir.gov/sbirsearch/detail/686434
Chemicals,Phelan Natural Chemicals Co.,"350 Miller Blvd.,",Wooster,OH,44691,,,,https://legacy.www.sbir.gov/sbirsearch/detail/269564
Chemicals,"QUINTESSENCE CHEMICALS, LLC",84851 Mcbeth Rd,Eugene,OR,97405-9431,,0.0,,https://legacy.www.sbir.gov/sbirsearch/detail/370092
Chemicals,"REM CHEMICALS, INC.",325 W Queen St,Southington,CT,06489-1177,https://www.remchem.com,63.0,NJU9AZL2QFB7,https://legacy.www.sbir.gov/sbirsearch/detail/1317863
Chemicals,"Research Biochemicals,",1 Strathmore Rd,Natick,MA,01760,,,,https://legacy.www.sbir.gov/sbirsearch/detail/291919
Chemicals,"ROCKLAND IMMUNOCHEMICALS, INC.","Po Box 5199, 321 Jones Blvd",Pottstown,PA,19464-3468,,0.0,NFKNUGEMMY18,https://legacy.www.sbir.gov/sbirsearch/detail/142561
Chemicals,"Sano Chemicals, Inc.",606 Coachlight Ct,College Station,TX,77845-8145,http://www.sanochemicals.com,6.0,MZFBVZ6KDLA4,https://legacy.www.sbir.gov/sbirsearch/detail/701469
Chemicals,"SOUTHEASTERN BIOCHEMICALS, INC.",516 Woodbrier,Sautee Nacoochee,GA,30571-5194,https://southeasternbiochemicals.com,2.0,T4WQLZM4VAG9,https://legacy.www.sbir.gov/sbirsearch/detail/1194843
Chemicals,Strem Chemicals Inc.,7 Mulliken Way,Newburyport,MA,01950,,,,https://legacy.www.sbir.gov/sbirsearch/detail/319403
Chemicals,SUSTAINABLE CHEMICALS LLC,703 Aspen Rd,Golden,CO,80401-9479,,1.0,PGC8XV8NUMJ8,https://legacy.www.sbir.gov/sbirsearch/detail/2096847
Chemicals,SYNTHIO CHEMICALS INC,580 Burbank St,Broomfield,CO,80020-7166,http://www.synthiochem.com,12.0,JG98GFJGHF74,https://legacy.www.sbir.gov/sbirsearch/detail/1691777
Chemicals,TEXAS BIOCHEMICALS INC,7610 Eastmark Dr,College Station,TX,77840-4024,http://www.texasbiochemicals.com,2.0,ND71US7MF6Z5,https://legacy.www.sbir.gov/sbirsearch/detail/14508
Chemicals,"WARDENCLYFFE CHEMICALS, INC.",301 Nassau St Ste 7,Princeton,NJ,08540,https://www.wardenchem.com,4.0,W9E5KZLJTPL6,https://legacy.www.sbir.gov/sbirsearch/detail/1542031
test,"ACCU MEASUREMENT AND TESTING, INC.",52 Gablewing Cir,Newtown,PA,18940 3320,,4.0,,https://legacy.www.sbir.gov/sbirsearch/detail/68924
test,ADAPTIVE TESTING TECHNOLOGIES INC,217 N Jefferson St,Chicago,IL,60661-1114,http://www.adaptivetestingtechnologies.com/,10.0,DJH3Q8J7NCC7,https://legacy.www.sbir.gov/sbirsearch/detail/684477
test,Advanced Technologies & Testin,2109 Kylemore Dr,Greensboro,NC,27406,,3.0,,https://legacy.www.sbir.gov/sbirsearch/detail/78034
test,ADVANCED TECHNOLOGIES & TESTING LABORATORIES INC,3802 Spectrum Blvd Ste 143,Tampa,FL,33612-9221,http://www.transformair.net/,5.0,LJPZH7U2CKQ8,https://legacy.www.sbir.gov/sbirsearch/detail/691261
test,American Testing Services LLC,2268 North Moraine Drive,Dayton,OH,45439-,http://www.americantestingservices.com,24.0,QZZQYFDCQA49,https://legacy.www.sbir.gov/sbirsearch/detail/381561
test,"BREVITEST TECHNOLOGIES, INC.",3900 Essex Ln Ste 575,Houston,TX,77027-5175,,8.0,G4L8ANC6ADL9,https://legacy.www.sbir.gov/sbirsearch/detail/697614
test,"CHANTEST, INC.",14656 Neo Pky,Cleveland,OH,-,,,,https://legacy.www.sbir.gov/sbirsearch/detail/122602
test,Chemical Testing & Consulting,64 Pinckney St - #3,Boston,MA,02114,,5.0,,https://legacy.www.sbir.gov/sbirsearch/detail/124543
test,"Complete Test and Measurement Systems, Inc.",720 S.W. 14Th St.,Loveland,CO,80537 0634,,,,https://legacy.www.sbir.gov/sbirsearch/detail/130479
test,"Consolidated Engineers and Materials Testing, Inc.",P. O. Box 4098,Gillette,WY,82717,,,,https://legacy.www.sbir.gov/sbirsearch/detail/132433
test,Corrosion Testing Labs Inc,70 S Chapel St,Newark,DE,19711,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/134244
test,Cortest Laboratories Inc,11115 Mills Rd #102,Cypress,TX,77429,,,,https://legacy.www.sbir.gov/sbirsearch/detail/134316
test,Cybermetrics Testing Services,7921 Ruxway Road,Baltimore,MD,21204,,,,https://legacy.www.sbir.gov/sbirsearch/detail/139945
test,Dynamic Situ Geotechni Testing,13926 Britoak,Houston,TX,77079,,,,https://legacy.www.sbir.gov/sbirsearch/detail/149997
test,Eagle Engineering &amp;amp; Testing Services,4110 York St.,Bellingham,WA,98229-5010,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/393014
test,Emk Testing Co Inc,Po Box 62 - 8432 Brewerton Rd,Cicero,NY,13039,,2.0,,https://legacy.www.sbir.gov/sbirsearch/detail/156691
test,GENTEST CORPORATION,6 Henshaw St,Woburn,MA,01801,,,,https://legacy.www.sbir.gov/sbirsearch/detail/174503
test,Gentest Laboratories,3330 North Causeway Boulevard,Metairie,LA,70002,,,,https://legacy.www.sbir.gov/sbirsearch/detail/174533
test,"HEPADNAVIRUS TESTING, INC.","Hepadnavirus Testing, Inc.",Mountain View,CA,94043,,,,https://legacy.www.sbir.gov/sbirsearch/detail/180919
test,Hera Testing Laboratories Inc.,2277 Thunderstick Dr Suite 500,Lexington,KY,40505-4879,,2.0,JK2VCZCBR8R4,https://legacy.www.sbir.gov/sbirsearch/detail/699760
test,"Hi-Test Laboratories, Inc",P.O. Box 87,Arvonia,VA,23004-,,50.0,HRJNGAUKL2Q2,https://legacy.www.sbir.gov/sbirsearch/detail/14616
test,Infantest Corp.,2579 N. Moreland Blvd.,Shaker Heights,OH,44120,,,,https://legacy.www.sbir.gov/sbirsearch/detail/190167
test,"Innovative Materials Testing Technologies, Inc.",3141 W Torreys Peak Dr,Superior,CO,80027-4633,http://imtt-usa.com,6.0,,https://legacy.www.sbir.gov/sbirsearch/detail/664093
test,Innovative Test Systems,3616 Egret Drive,Melbourne,FL,32901,,,,https://legacy.www.sbir.gov/sbirsearch/detail/195680
test,"INTEGRATED TEST SOLUTIONS, INC.",585 Shaker Rd,East Longmeadow,MA,01028-3127,http://www.itsus.com,8.0,KN5ABKL24BN9,https://legacy.www.sbir.gov/sbirsearch/detail/1156587
test,Integri-test Corp,77 Modular Avenue,Commack,NY,11725,,11.0,,https://legacy.www.sbir.gov/sbirsearch/detail/197889
test,"Ithaca Materials Research & Testing, Inc.",131 Woodsedge Drive,Lansing,NY,14882,,,,https://legacy.www.sbir.gov/sbirsearch/detail/204552
test,"MIAMI VALLEY MATERIALS TESTING CENTER, LLC",4155A Lisa Dr,Tipp City,OH,45371-8425,http://www.mvmtc.com,9.0,,https://legacy.www.sbir.gov/sbirsearch/detail/1953139
test,"MICROWAVE TEST SOLUTIONS, INC.",P.O. Box 9981,Trenton,NJ,08650,,,,https://legacy.www.sbir.gov/sbirsearch/detail/235337
test,Nw Environmen Services Testing,2000 Logston Blvd,Richland,WA,99352,,,,https://legacy.www.sbir.gov/sbirsearch/detail/253586
test,"Olympic Load & Test, Inc.",547 Diamond Point Rd.,Sequim,WA,98382,,15.0,,https://legacy.www.sbir.gov/sbirsearch/detail/254923
test,PATERNITY TESTING CORPORATION,3501 Berrywood Dr,Columbia,MO,65201,,,,https://legacy.www.sbir.gov/sbirsearch/detail/263768
test,PROBUS TEST SYSTEMS INC,2 Bridge Ave,Red Bank,NJ,07701-4606,http://www.probussys.com/,13.0,XSFUZFLXLT83,https://legacy.www.sbir.gov/sbirsearch/detail/162231
test,Racing Testing LLC,838 E. High Street Box 274,Lexington,KY,40502,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/1253567
test,Sarcoidosis Diagnostic Testing LLC,One Palmer Sq Ste 325,Princeton,NJ,08542,,2.0,,https://legacy.www.sbir.gov/sbirsearch/detail/693947
test,Space Coast Testing,260 N. Wickham Road,Melbourne,FL,32935,,10.0,,https://legacy.www.sbir.gov/sbirsearch/detail/312504
test,STRESSTEST,Genesis Center Msc 3Arp Box 30001,Las Cruces,NM,88003,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/319459
test,SUMMIT TEST SOLUTIONS LLC,16885 W Bernardo Dr Ste 106,San Diego,CA,92127-1619,http://www.summittests.com,4.0,D5YNS1EVP9Z1,https://legacy.www.sbir.gov/sbirsearch/detail/15032
test,Systems For Automatic Test,420 Persian Drive,Sunnyvale,CA,94089,,12.0,,https://legacy.www.sbir.gov/sbirsearch/detail/324349
test,TEST & EVALUATION SOLUTIONS LLC,400 Holiday Ct Ste 204,Warrenton,VA,20186-4349,http://www.tnesolutions.com,6.0,G6AGMXNM5HY7,https://legacy.www.sbir.gov/sbirsearch/detail/14798
test,Test Devices Inc,571 Main Street,Hudson,MA,01749-,http://www.testdevices.com,25.0,,https://legacy.www.sbir.gov/sbirsearch/detail/331152
test,TestCo,123 Street,City,AK,12345,,10.0,,https://legacy.www.sbir.gov/sbirsearch/detail/403944
test,Testing Services,1316 Park Drive,Coraopolis,PA,15108,,,,https://legacy.www.sbir.gov/sbirsearch/detail/331175
test,TestWorks,1511 Brimfield Drive,Sewickley,PA,15143-0000,,3.0,,https://legacy.www.sbir.gov/sbirsearch/detail/331179
test,The Fertility Testing Laborato,330 South 9Th Street,Philadelphia,PA,19107,,,,https://legacy.www.sbir.gov/sbirsearch/detail/332224
test,TISSUE TESTING TECHNOLOGIES LLC,2231 Technical Pkwy Ste A,North Charleston,SC,29406-4931,,3.0,ZSY2J1RRALT5,https://legacy.www.sbir.gov/sbirsearch/detail/698500
test,"Topical Testing, Inc",1141 East 3900 South,Salt Lake City,UT,84124,,,,https://legacy.www.sbir.gov/sbirsearch/detail/335337
test,"Toxicology Testing Service,",5426 Nw 79Th Avenue,Miami,FL,33166,,,,https://legacy.www.sbir.gov/sbirsearch/detail/335818
test,TRAUTWEIN SOIL TESTING EQUIPMENT CO.,"6909 Ashcroft, Suite 104",Houston,TX,77081,,5.0,ES9GL6M1KVS1,https://legacy.www.sbir.gov/sbirsearch/detail/337462
test,"U.S. BIOTEST, INC.",231 Bonetti Dr Ste 240,San Luis Obispo,CA,93401-7376,,20.0,CSNAH3TDXR66,https://legacy.www.sbir.gov/sbirsearch/detail/672117
"L&D Enterprises, LLC",-9 2 -6.LLC,"26 Beckett Way, Suite 2",Ithaca,NY,14850,,4.0,,https://legacy.www.sbir.gov/sbirsearch/detail/76291
"L&D Enterprises, LLC",(DCS) DIMENSIONAL CONTROL SYSTEMS,"580 Kirts Blvd, Suite 309",Troy,MI,48084,,12.0,,https://legacy.www.sbir.gov/sbirsearch/detail/71399
"L&D Enterprises, LLC","0 BASE DESIGN, LLC",5107 Unicon Dr,Wake Forest,NC,27587-5020,http://www.0basedesign.com,14.0,W52ZM2KUANR3,https://legacy.www.sbir.gov/sbirsearch/detail/1223087
"L&D Enterprises, LLC","10 BLADE, INC.","10 Blade, Inc.",Weston,MA,02493,,,,https://legacy.www.sbir.gov/sbirsearch/detail/76276
"L&D Enterprises, LLC",10dBx LLC,3718 Amaryllis Dr,San Diego,CA,92106-1102,,1.0,TMCQSSQ645L5,https://legacy.www.sbir.gov/sbirsearch/detail/798101
"L&D Enterprises, LLC",1109 Bravo L.L.C.,8406 Mary Ct,Crestwood,KY,40014-8969,http://www.1109bravo.com,5.0,CBF2XH2DVUS6,https://legacy.www.sbir.gov/sbirsearch/detail/1828541
"L&D Enterprises, LLC","1442 S. FALLON STREET, LLC",1230 S 47Th Street,Philadelphia,PA,19143-3806,,2.0,FXRMGKG32HA4,https://legacy.www.sbir.gov/sbirsearch/detail/1529915
"L&D Enterprises, LLC",149 BIO LLC,1951 Nw 7Th Ave,Miami,FL,33136-1128,http://149bio.com,2.0,PUXSSH1GHNF7,https://legacy.www.sbir.gov/sbirsearch/detail/1663327
"L&D Enterprises, LLC",149 MEDICAL INC,17 Briden St,Worcester,MA,01605-2662,,5.0,P3CACVT5FJG6,https://legacy.www.sbir.gov/sbirsearch/detail/1458743
"L&D Enterprises, LLC","1HUDDLE, INC","1 Washington Park, 7Th Fl",Newark,NJ,07102-3117,https://www.1huddle.co,36.0,DLWUDXSVLSZ7,https://legacy.www.sbir.gov/sbirsearch/detail/1661645
"L&D Enterprises, LLC",1ST EDGE LLC,4900 Corporate Dr Nw,Huntsville,AL,35805-6205,https://www.1st-edge.com,45.0,DA4RGHCJUZH8,https://legacy.www.sbir.gov/sbirsearch/detail/1145105
"L&D Enterprises, LLC",1ST PLAYABLE PRODUCTIONS LLC,5 3Rd St # 300,Troy,NY,12180-3282,http://www.1stplayable.com,44.0,PLDFSKNXC883,https://legacy.www.sbir.gov/sbirsearch/detail/386776
"L&D Enterprises, LLC",1ST1 TECHNOLOGIES LLP,15350 Crescent Valley Rd Se,Olalla,WA,98359-9582,https://1st1.tech/,4.0,QWX3EA4YRYX4,https://legacy.www.sbir.gov/sbirsearch/detail/1968761
"L&D Enterprises, LLC","2 CIRCLE, INCORPORATED",1400 14Th St N,Arlington,VA,22209-3662,http://www.2circleinc.com,162.0,EEJNYT8354R5,https://legacy.www.sbir.gov/sbirsearch/detail/1317567
"L&D Enterprises, LLC",202 GROUP LLC,1250 Connecticut Ave Nw,Washington,DC,20036-2657,http://www.bluevoyantgov.com,650.0,FPQ6XDL31YX5,https://legacy.www.sbir.gov/sbirsearch/detail/1614301
"L&D Enterprises, LLC","2020 Company, LLC","3110 Fairview Park Drive, Suite 950",Falls Church,VA,22030 4548,,49.0,GDFNA9Z5JRL7,https://legacy.www.sbir.gov/sbirsearch/detail/76428
"L&D Enterprises, LLC",214 Technologies Inc.,723 Ocean Front Walk,Venice,CA,90291-3212,https://trueface.ai/,11.0,Y7Z1FMJNW439,https://legacy.www.sbir.gov/sbirsearch/detail/1543633
"L&D Enterprises, LLC",21MedTech LLC,21 Parmer Way,Durham,NC,27709,,5.0,ZN79YPX5YL63,https://legacy.www.sbir.gov/sbirsearch/detail/1673659
"L&D Enterprises, LLC",231 SHEEP LLC,160 W Valley Blvd,San Gabriel,CA,91776-3765,,7.0,KL5CHAX1LK64,https://legacy.www.sbir.gov/sbirsearch/detail/1714789
"L&D Enterprises, LLC","2B TECHNOLOGIES, INC.","2100 Central Ave, Suite 105",Boulder,CO,80301-2887,http://www.twobtech.com,14.0,,https://legacy.www.sbir.gov/sbirsearch/detail/67897
"L&D Enterprises, LLC","2CIMPLE, INC.",3101 Hoffman Dr,Plano,TX,75025-5736,,5.0,RQQFQZECNDG1,https://legacy.www.sbir.gov/sbirsearch/detail/97684
"L&D Enterprises, LLC",2ENOVATE LLC,382 Ne 191St St,Miami,FL,33179-3899,https://www.tekimax.com,1.0,MKHHA23AJ9S8,https://legacy.www.sbir.gov/sbirsearch/detail/1614961
"L&D Enterprises, LLC",2INNOVATE LLC,3622 Woodland Dr,Metamora,MI,48455-9626,http://www.2-innovate.net,3.0,HXXMS1HBH7H7,https://legacy.www.sbir.gov/sbirsearch/detail/1952919
"L&D Enterprises, LLC","2KR SYSTEMS, LLC",217 Mcdaniel Shore Dr,Barrington,NH,03825-5052,http://www.2KRsystems.com,4.0,Q7U5MNY7P8M5,https://legacy.www.sbir.gov/sbirsearch/detail/1835643
"L&D Enterprises, LLC",2LRESEARCH,190 Green Valley Road,Owens Crossroads,AL,35763 9726,,2.0,,https://legacy.www.sbir.gov/sbirsearch/detail/68486
"L&D Enterprises, LLC","2PHASE TECHNOLOGIES, INC.",P.O. Box 730,Dayton,NV,89403 0730,,14.0,,https://legacy.www.sbir.gov/sbirsearch/detail/68606
"L&D Enterprises, LLC",2SIGMA SCHOOL INC,1227 Doyle Cir,Santa Clara,CA,95054-4121,https://2sigma.school,10.0,ZM6RVUCDJ7J7,https://legacy.www.sbir.gov/sbirsearch/detail/2104825
"L&D Enterprises, LLC",2W ITech LLC,7964 Arjons Dr Ste G,San Diego,CA,92126-4392,http://www.2witech.com,4.0,KVFZD1F3QPH3,https://legacy.www.sbir.gov/sbirsearch/detail/1157423
"L&D Enterprises, LLC",2WITECH SOLUTIONS LLC,100 School St,Andover,MA,01810-3924,http://www.2witech.com,3.0,LXK4KCSW35L7,https://legacy.www.sbir.gov/sbirsearch/detail/1617325
"L&D Enterprises, LLC",2X4LAB LLC,1141 W Sheridan Ave Ste Z,Oklahoma City,OK,73106-7848,https://twobyfourlab.com/,3.0,T38HQVCT4783,https://legacy.www.sbir.gov/sbirsearch/detail/1899031
"L&D Enterprises, LLC","3 C CATTLE FEEDERS, INC.",103 E Main St,Mill Creek,OK,74856 0000,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/68726
"L&D Enterprises, LLC",3 ROCKS ENGINEERING LLC,430 Main St,Canon City,CO,81212-3734,https://www.3rocksengineering.com,22.0,V7ZJUH3DZBU3,https://legacy.www.sbir.gov/sbirsearch/detail/1832153
"L&D Enterprises, LLC",3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,2645 Meridian Pkwy,Durham,NC,27713-9957,http://www.3cisd.com/,,QT46HLX3AQJ5,https://legacy.www.sbir.gov/sbirsearch/detail/334011
"L&D Enterprises, LLC","3+2 PHARMA, LLC",3904 Chapman Ct,Altadena,CA,91001-3871,,4.0,CA73TAZPAVM8,https://legacy.www.sbir.gov/sbirsearch/detail/1655833
"L&D Enterprises, LLC",300 BELOW INC,2999 E Parkway Dr,Decatur,IL,62526-5257,http://www.300below.com/,5.0,CLUNLUU4HFY5,https://legacy.www.sbir.gov/sbirsearch/detail/694275
"L&D Enterprises, LLC",361 INTERACTIVE LLC,31 S Main St,Dayton,OH,45402-2070,,8.0,FJ7UHN7MMH15,https://legacy.www.sbir.gov/sbirsearch/detail/69523
"L&D Enterprises, LLC",3BAR BIOLOGICS INC.,359 Jackson St,Columbus,OH,43206-1352,http://www.3barbiologics.com,3.0,LM3PS9H16K39,https://legacy.www.sbir.gov/sbirsearch/detail/688344
"L&D Enterprises, LLC",3D AERIAL SOLUTIONS LLC,4725 Constitutional Ct,Dayton,OH,45440-5501,http://www.3daerial.com/,6.0,VJ8HRW3VD313,https://legacy.www.sbir.gov/sbirsearch/detail/1503189
"L&D Enterprises, LLC",3D ARRAY TECHNOLOGY LLC,300 South St,Vernon Rockville,CT,06066-4213,http://www.3-dat.com,2.0,TJJ3FK61NVC7,https://legacy.www.sbir.gov/sbirsearch/detail/790613
"L&D Enterprises, LLC","3D Biotek, LLC",675 Us Highway 1,North Brunswick,NJ,08902-3378,,3.0,,https://legacy.www.sbir.gov/sbirsearch/detail/107745
"L&D Enterprises, LLC",3D Cloud LLC,133 Magnolia Ave Se,Fort Walton Beach,FL,32548-7266,https://www.3dcloudusa.com,4.0,CVCJXHL7ECX1,https://legacy.www.sbir.gov/sbirsearch/detail/1615137
"L&D Enterprises, LLC","3D Control Systems, Inc.",1355 Market St Lbby 3,San Francisco,CA,94103-1307,https://3dprinteros.com,15.0,CU9CMRRPHRF3,https://legacy.www.sbir.gov/sbirsearch/detail/1656961
"L&D Enterprises, LLC",3D EDUCATIONAL SERVICES INC,321 Billerica Rd,Chelmsford,MA,01824-4100,http://www.3desinc.biz,2.0,UCNKBSYK5FN3,https://legacy.www.sbir.gov/sbirsearch/detail/1204833
"L&D Enterprises, LLC",3D EPITAXIAL TECHNOLOGIES LLC,999 E Arapaho Rd,Richardson,TX,75081-2274,https://www.3depitech.com,4.0,H511WZK6MLZ5,https://legacy.www.sbir.gov/sbirsearch/detail/1689095
"L&D Enterprises, LLC","3D Glass Solutions, Inc.",5201 Venice Ave Ne Ste D,Albuquerque,NM,87113-2337,http://www.3dglasssolutions.com,15.0,H7NDSKWG7KH7,https://legacy.www.sbir.gov/sbirsearch/detail/14108
"L&D Enterprises, LLC","3D Health Solutions, Inc.",822 Ash Ave,Ames,IA,50014-7827,,1.0,CHJTVKEZJ843,https://legacy.www.sbir.gov/sbirsearch/detail/1517235
"L&D Enterprises, LLC","3D Imaging Drug Design and Development, LLC",8060 Counts Massie Road,Maumelle,AR,72113-6657,http://3DImagingllc.com,8.0,W1SFM4QYMTV5,https://legacy.www.sbir.gov/sbirsearch/detail/405534
"L&D Enterprises, LLC",3D Microfluidics LLC,36 Grampian Rd Apt 4,Liverpool,NY,13090-4045,,1.0,E3L7ATDTRXL5,https://legacy.www.sbir.gov/sbirsearch/detail/1617585
"L&D Enterprises, LLC","3D Molecular Designs, LLC",804 N Milwaukee St # 200,Milwaukee,WI,53202-3619,http://www.3dmoleculardesigns.com,36.0,ZKH3GL1LBL76,https://legacy.www.sbir.gov/sbirsearch/detail/802069
"L&D Enterprises, LLC",3D PIPELINE SIMULATION CORP.,"3414 Peachtree Road, Suite 1060",Atlanta,GA,30326,,9.0,,https://legacy.www.sbir.gov/sbirsearch/detail/71152
CyPhy,"Cyphy Works, Inc.",25 School Street,Framingham,MA,-,http://www.thedroidworks.com,3.0,,https://legacy.www.sbir.gov/sbirsearch/detail/101724
CyPhy,RATIONAL CYPHY INC,1512 Country Lake Dr,Champaign,IL,61821-6428,,3.0,MAVXNREBNY27,https://legacy.www.sbir.gov/sbirsearch/detail/664883
Pneuma,General Pneumatics Corporation,440 Washington St.,Orange,,05070-1017,,27.0,,https://legacy.www.sbir.gov/sbirsearch/detail/908399
Pneuma,"Napneumatics, Inc.","3333 164Th St., S.W. #1728",Lynnwood,WA,98037 0318,,5.0,,https://legacy.www.sbir.gov/sbirsearch/detail/245135
Pneuma,Pneumafil Corp.,4500 Chesapeake Drive,Charlotte,NC,00282,,49.0,,https://legacy.www.sbir.gov/sbirsearch/detail/277545
Pneuma,"PNEUMAX, LLC",8077 E 53Rd Dr,Denver,CO,80238-3807,,1.0,M4V6KRKCJBH7,https://legacy.www.sbir.gov/sbirsearch/detail/1463599
OtherWordly LLC,OTHERWORDLY LLC,7804 Garland Ave,Takoma Park,MD,20912-7712,https://www.otherwordly.com,1.0,DRH5TCVN98N3,https://legacy.www.sbir.gov/sbirsearch/detail/2247221
AMAZ,"Amazability, Inc.","14 Lorraine Circle, Waban, Ma 02468",Waban,MA,2468,,,,https://legacy.www.sbir.gov/sbirsearch/detail/86575
AMAZ,Amazing Grains Grower Cooperative,405 Main Sw,Ronan,MT,59864,,,,https://legacy.www.sbir.gov/sbirsearch/detail/86587
ARL,Arl Designs Llc,215 W 125Th St 4Th Flr,New York,NY,10027-4426,http://www.arldesignsllc.com,4.0,,https://legacy.www.sbir.gov/sbirsearch/detail/392148
ARL,Arlington Technical Services,35 Chester St,Malden,MA,02148,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/97385
ARL,Arlyn Toolworks,155 Shughart Road,Carlisle,PA,17013,,,,https://legacy.www.sbir.gov/sbirsearch/detail/97389
ARL,Barley & Britches Inc.,530 7Th Ave # M1,New York,NY,10018-4878,,4.0,PMRZTZEFM4M8,https://legacy.www.sbir.gov/sbirsearch/detail/1707993
ARL,"BARLOW SCIENTIFIC, INC.",6307 Tamoshan Dr Nw,Olympia,WA,98502-,,,,https://legacy.www.sbir.gov/sbirsearch/detail/103768
ARL,Black Pearls Inc,P.O. Box 525,Holualoa,HI,96725,,7.0,,https://legacy.www.sbir.gov/sbirsearch/detail/111755
ARL,"Brown, Jensen & Garloff Inc.",18 North Street,Minneapolis,MN,55401,,,,https://legacy.www.sbir.gov/sbirsearch/detail/114596
ARL,Carl Corp.,"3801 E Florida Avenue, Suite 3",Denver,CO,80210,,,,https://legacy.www.sbir.gov/sbirsearch/detail/117981
ARL,"CARLEY TECHNOLOGIES, INC",1924 Glen Mitchell Rd,Sewickley,PA,15143-8871,https://www.netnaomics.com,7.0,QH1XBCBMD1E3,https://legacy.www.sbir.gov/sbirsearch/detail/117985
ARL,"CARLOW INTERNATIONAL, INC.",20856 Waterbeach Pl,Potomac Falls,VA,20165,,3.0,JRAPNWJERBY8,https://legacy.www.sbir.gov/sbirsearch/detail/117994
ARL,CARLSBAD AQUAFARMS INC,4600 Carlsbad Blvd,Carlsbad,CA,92008-4301,http://www.carlsbadaquafarm.com,12.0,NLJBKFNMH2A6,https://legacy.www.sbir.gov/sbirsearch/detail/1524947
ARL,Carlsen & Fink Associates,11244 Waples Mill Rd,Fairfax,VA,22030,,,,https://legacy.www.sbir.gov/sbirsearch/detail/118040
ARL,CARLYLE CONSULTING,1009 Buckingham Way,Yardley,PA,19067,,1.0,,https://legacy.www.sbir.gov/sbirsearch/detail/118048
ARL,Charles Evans & Associates,301 Chesapeake Drive,Redwood City,CA,94063,,,,https://legacy.www.sbir.gov/sbirsearch/detail/122700
ARL,CHARLES HOWARD SOBEY,7300 Cody Ct,Plano,TX,75024-3837,http://www.channelscience.com,1.0,W6RJQ1MBDXY9,https://legacy.www.sbir.gov/sbirsearch/detail/1709447
ARL,"CHARLES RIVER ANALYTICS, INC.",625 Mount Auburn St,Cambridge,MA,02138-4555,http://www.cra.com,156.0,DD1BYN8SN355,https://legacy.www.sbir.gov/sbirsearch/detail/122790
ARL,Charles Trimble Co,719 South 75Th Street,Omaha,NE,68114,,,,https://legacy.www.sbir.gov/sbirsearch/detail/124020
ARL,"Charles Willis & Associates, I",709-B West Abram Street,Arlington,TX,76013,,10.0,,https://legacy.www.sbir.gov/sbirsearch/detail/124034
ARL,"Charlesson, LLC",5301 Beverly Ter,Oklahoma City,OK,73105-1806,,10.0,EBG6FJ52JJX3,https://legacy.www.sbir.gov/sbirsearch/detail/124038
ARL,CHARLOT BIOSCIENCES INC,4100 E Peltason Dr,Irvine,CA,92697,https://www.cbio.io,3.0,D9CGYMBDQAA5,https://legacy.www.sbir.gov/sbirsearch/detail/1204623
ARL,CLEARLYENERGY INC,205 Severn River Rd,Severna Park,MD,21146-4637,https://www.clearlyenergy.com,9.0,EM4GVU2RC3S3,https://legacy.www.sbir.gov/sbirsearch/detail/1655655
ARL,"CONCARLO HOLDINGS, LLC",760 Parkside Ave Ste 208,Brooklyn,NY,11226-1785,,2.0,DX64BB4ASEV8,https://legacy.www.sbir.gov/sbirsearch/detail/867261
ARL,"DARLINGTON, INC.","2800 Shirlington Road, Suite 950",Arlington,VA,22206,,85.0,,https://legacy.www.sbir.gov/sbirsearch/detail/142089
ARL,EarLens Corporation,4045A Campbell Ave,Menlo Park,CA,94025-1006,http://www.earlens.com,143.0,VW6KQLZ66V75,https://legacy.www.sbir.gov/sbirsearch/detail/150727
ARL,Earley Corporation,407 W Ponce De Leon Ave,Decatur,GA,30030,,,,https://legacy.www.sbir.gov/sbirsearch/detail/150733
