Keyword,Name,Street Address,City,State,Zip Code,Website,Employee Count,UEI,SBIR Profile Link
Nanodynamics,"NANODYNAMICS-88, INC.",34 East 29Th Street,New York,NY,10016,N/A,6,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242959
Nanodynamics,"NANODYNAMICS, INC.",901 Fuhrmann Blvd.,Buffalo,NY,14203-4203,N/A,110,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/357562
MiRA,"AMIRA LEARNING, INC.",3399 Soda Canyon Rd,Napa,CA,94558-9758,http://www.amiralearning.com,7,QJ5SU94EZ7K9,https://legacy.www.sbir.gov/sbirsearch/detail/1526835
MiRA,"GLYCOMIRA, LLC","675 Arapeen Dr, Ste 302",Salt Lake City,UT,84108-1228,N/A,N/A,JZG1CTLKTUP3,https://legacy.www.sbir.gov/sbirsearch/detail/192857
MiRA,"MIRA DX, Inc.","11600 Wilshire Blvd, Ste 410",Los Angeles,CA,90025-1785,http://www.miradx.com,5,E1KDJ2L4DYC6,https://legacy.www.sbir.gov/sbirsearch/detail/405733
MiRA,"Mira Labs, Inc.",910 S Broadway Fl 5,Los Angeles,CA,90015-1610,https://www.mirareality.com,30,GJ6AMDG5DXW5,https://legacy.www.sbir.gov/sbirsearch/detail/1524983
MiRA,"MIRA Medicine, Inc",675 Nelson Rising Lane - Ns 235,San Francisco,CA,94158-0003,N/A,1,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/416149
MiRA,"Mira, Inc",87 Rumford Avenue,Waltham,MA,02154,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/236554
MiRA,MIRADA TECHNOLOGIES INC,1485 Bay Shore Blvd,San Francisco,CA,94124-3002,http://www.miradatechnologies.com,2,MV4JQEU7BGS8,https://legacy.www.sbir.gov/sbirsearch/detail/1301179
MiRA,Mirage Systems,726 Charcot Ave,San Jose,CA,95131-2207,http://miragesystems.com,6,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/663747
MiRA,Miragen Inc,9434 Chesapeake Dr  Ste 1202,San Diego,CA,92123,N/A,1,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/236576
MiRA,Miranda Laboratorytories,One De Angelo Drive,Bedford,MA,01730,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/236586
MiRA,"MIRANDA, INC.",P O Box 400,Columbia,MD,21045,N/A,3,NWTAVTFFKCF8,https://legacy.www.sbir.gov/sbirsearch/detail/236580
MiRA,"MIRARI BIOSCIENCES, INC.","Mirari Biosciences, Inc.",Rockville,MD,20852,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/236592
MiRA,MIRAVISTA DIAGNOSTICS LLC,4705 Decatur Blvd,Indianapolis,IN,46241-9603,https://miravistalabs.com/,70,PQGQU8NUZ3T3,https://legacy.www.sbir.gov/sbirsearch/detail/1156659
MiRA,Naamira Biomedicals LLC,2223 Rollingbrook Dr # 125,Baytown,TX,77521-3656,N/A,1,K22HWCCX3SJ6,https://legacy.www.sbir.gov/sbirsearch/detail/1616845
