keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
V8YFMSSK77N8,"DRAKEFORD, SCOTT, & ASSOCIATES, LLC",V8YFMSSK77N8,185275984,,"15340 PALMER RD, MARSTON, NC UNITED STATES 28363-8310",NC-09
V8YFMSSK77N8,"DRAKEFORD, SCOTT, & ASSOCIATES, LLC",V8YFMSSK77N8,185275984,,"15340 PALMER RD, MARSTON, NC UNITED STATES 28363-8310",NC-09
