keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
KW2NMJ1EGY69,"OPAL HTM, INC.",KW2NMJ1EGY69,080952887,,"1623 W FULTON ST, CHICAGO, IL UNITED STATES 60612-2507",IL-07
GU8RZGZXU5K7,"REDSHRED, LLC",GU8RZGZXU5K7,079393231,,"5520 RESEARCH PARK DR STE 100, CATONSVILLE, MD UNITED STATES 21228-4851",MD-07
GU8RZGZXU5K7,"REDSHRED, LLC",GU8RZGZXU5K7,079393231,,"5520 RESEARCH PARK DR STE 100, CATONSVILLE, MD UNITED STATES 21228-4851",MD-07
GU8RZGZXU5K7,"REDSHRED, LLC",GU8RZGZXU5K7,079393231,,"5520 RESEARCH PARK DR STE 100, CATONSVILLE, MD UNITED STATES 21228-4851",MD-07
