keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
80322442,COAPTECH INC,V2QJESMXQN25,080322442,,"101 W DICKMAN ST, BALTIMORE, MD UNITED STATES 21230-5000",MD-07
80705054,CYKLOBURN TECHNOLOGIES LLC,UHKGUEFNUMZ5,080705054,,"1200 SHORE RD, BALTIMORE, MD UNITED STATES 21220-5526",MD-02
