keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
HZ5UWCKDVJJ3,MATERIC LLC,HZ5UWCKDVJJ3,130507444,,"1300 BAYARD ST, BALTIMORE, MD UNITED STATES 21230-1901",MD-07
HZ5UWCKDVJJ3,MATERIC LLC,HZ5UWCKDVJJ3,130507444,,"1300 BAYARD ST, BALTIMORE, MD UNITED STATES 21230-1901",MD-07
HZ5UWCKDVJJ3,MATERIC LLC,HZ5UWCKDVJJ3,130507444,,"1300 BAYARD ST, BALTIMORE, MD UNITED STATES 21230-1901",MD-07
HSAAS2NTM6K3,"NANOCHON, INC.",HSAAS2NTM6K3,080214423,,"1317 SHEPHERD ST NW UNIT D, WASHINGTON, DC UNITED STATES 20011-5559",DC-98
