keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
N2VULU7Z6JY5,"ASCENDING, INC.",N2VULU7Z6JY5,040018651,,"2751 PROSPERITY AVE STE 240, FAIRFAX, VA UNITED STATES 22031-4342",VA-11
N2VULU7Z6JY5,"ASCENDING, INC.",N2VULU7Z6JY5,040018651,,"2751 PROSPERITY AVE STE 240, FAIRFAX, VA UNITED STATES 22031-4342",VA-11
