keyword,legal_name,uei,legacy_duns,cage,full_address,congressional_district
N4MEB4X28AV7,LBL STRATEGIES LTD,N4MEB4X28AV7,826313470,,"6321 N AVONDALE AVE STE 214, CHICAGO, IL UNITED STATES 60631-1960",IL-05
N4MEB4X28AV7,LBL STRATEGIES LTD,N4MEB4X28AV7,826313470,,"6321 N AVONDALE AVE STE 214, CHICAGO, IL UNITED STATES 60631-1960",IL-05
